http://mashable.com/2013/01/07/amazon-instant-video-browser/,2,175,5,56320
http://mashable.com/2013/01/07/ap-samsung-sponsored-tweets/,2,201,4,78312
http://mashable.com/2013/01/07/apple-40-billion-app-downloads/,2,194,6,66702
http://mashable.com/2013/01/07/astronaut-notre-dame-bcs/,2,219,7,82272
http://mashable.com/2013/01/07/att-u-verse-apps/,2,237,7,98688
http://mashable.com/2013/01/07/beewi-smart-toys/,2,242,9,88038
http://mashable.com/2013/01/07/bodymedia-armbandgets-update/,2,233,10,68648
http://mashable.com/2013/01/07/canon-poweshot-n/,2,229,9,75792
http://mashable.com/2013/01/07/car-of-the-future-infographic/,2,234,7,95862
http://mashable.com/2013/01/07/chuck-hagel-website/,2,231,5,101792
http://mashable.com/2013/01/07/cosmic-events-doomsday/,2,216,8,72902
http://mashable.com/2013/01/07/crayon-creatures/,2,223,7,85808
http://mashable.com/2013/01/07/creature-cups/,2,225,8,80840
http://mashable.com/2013/01/07/dad-jokes/,2,237,6,103768
http://mashable.com/2013/01/07/downton-abbey-tumblrs/,2,260,7,121550
http://mashable.com/2013/01/07/earth-size-planets-milky-way/,2,275,6,142680
http://mashable.com/2013/01/07/echo-game/,2,278,5,149638
http://mashable.com/2013/01/07/entrepreneur-trends-2013/,2,300,6,171430
http://mashable.com/2013/01/07/facebook-sick-app/,2,307,6,179928
http://mashable.com/2013/01/07/felt-audio-pulse-speaker/,2,300,8,159590
http://mashable.com/2013/01/07/ford-glympse/,2,302,10,142478
http://mashable.com/2013/01/07/ftc-google-leaks/,2,325,7,197600
http://mashable.com/2013/01/07/fujifilm-50x-superzoom/,2,356,7,239822
http://mashable.com/2013/01/07/hillary-clinton-helmet/,2,348,6,233638
http://mashable.com/2013/01/07/htc-q1/,2,364,4,262502
http://mashable.com/2013/01/07/huawei-ascend-mate/,2,367,10,229448
http://mashable.com/2013/01/07/iheartradio-app-perfect-for/,2,396,9,284542
http://mashable.com/2013/01/07/intel-awesome-laptop/,2,413,9,312048
http://mashable.com/2013/01/07/isp02-iphone-take-your-pulse/,2,406,10,289742
http://mashable.com/2013/01/07/jobs-contently/,2,420,6,344230
http://mashable.com/2013/01/07/land-a-job-at-spotify/,3,447,7,386003
http://mashable.com/2013/01/07/lego-taking-robotics-to-next-level-with-mindstorms-ev3/,3,438,7,370073
http://mashable.com/2013/01/07/lg-oled-tv-price/,3,434,9,347657
http://mashable.com/2013/01/07/lionel-messi-fashion-moments/,3,453,6,401883
http://mashable.com/2013/01/07/living-room-pinterest-contest/,3,465,8,412075
http://mashable.com/2013/01/07/livio-connect-expands/,3,499,10,458107
http://mashable.com/2013/01/07/magisto-ces/,3,526,10,513457
http://mashable.com/2013/01/07/man-instagram-images-blind/,3,523,9,518003
http://mashable.com/2013/01/07/mcafee-spying/,3,544,6,583337
http://mashable.com/2013/01/07/messi-year-all-goals/,3,544,6,583337
http://mashable.com/2013/01/07/monster-ea-gaming-headphones/,3,544,9,562817
http://mashable.com/2013/01/07/monster-katana-bluetooth-speake/,3,541,8,564987
http://mashable.com/2013/01/07/nectar-mobile-powe/,3,537,7,563123
http://mashable.com/2013/01/07/nvidia-project-shield/,3,547,10,558523
http://mashable.com/2013/01/07/nvidia-tegra-4/,3,563,8,613563
http://mashable.com/2013/01/07/obama-boombox-israeli-radio-station-ad/,3,558,5,617833
http://mashable.com/2013/01/07/omron-fitness-monitors/,3,579,8,650107
http://mashable.com/2013/01/07/one-directions-kiss-you-video-is-here-after-barrage-of-web-teasers/,3,573,10,616763
http://mashable.com/2013/01/07/panasonic-second-screen/,3,591,9,669507
http://mashable.com/2013/01/07/pantech-discover-att/,3,599,8,697227
http://mashable.com/2013/01/07/papertab/,3,599,10,677707
http://mashable.com/2013/01/07/philips-fidelio-p8-speaker/,3,587,8,668763
http://mashable.com/2013/01/07/philips-fidelio-soundbar/,3,619,9,737267
http://mashable.com/2013/01/07/pitchfork-advance-album-stream/,3,612,6,740553
http://mashable.com/2013/01/07/polaroid-android-camera/,3,633,8,781003
http://mashable.com/2013/01/07/power-matters-alliance-organization/,3,621,10,731387
http://mashable.com/2013/01/07/rage-comics-dying/,3,633,7,787763
http://mashable.com/2013/01/07/reeddit-reddit/,3,638,9,785033
http://mashable.com/2013/01/07/roku-adds-channels-device-partners-ces/,3,654,10,815537
http://mashable.com/2013/01/07/samsung-2013-ces-press-conference/,3,651,6,839067
http://mashable.com/2013/01/07/samsung-85-inch-uhd-tv/,3,646,10,794737
http://mashable.com/2013/01/07/samsung-mulit-view-tv/,3,634,9,774857
http://mashable.com/2013/01/07/samsung-quad-core-tv/,3,627,7,772643
http://mashable.com/2013/01/07/samsung-smart-hub/,3,641,9,792707
http://mashable.com/2013/01/07/samsung-uhd-blu-ray/,3,640,9,790145
http://mashable.com/2013/01/07/sharp-intros-worlds-largest-led-hdtv/,3,623,8,755883
http://mashable.com/2013/01/07/sharp-unveils-next-gen-igo-hdtvs/,3,631,9,767267
http://mashable.com/2013/01/07/social-media-iran/,3,634,5,799017
http://mashable.com/2013/01/07/social-tv-movies-getglue-2012/,4,664,9,852772
http://mashable.com/2013/01/07/sony-stops-manufacturing-playstation-2/,4,682,6,921748
http://mashable.com/2013/01/07/stolen-iphone-dating/,5,706,7,983327
http://mashable.com/2013/01/07/targus-touch-pen-windows-8/,5,717,10,988353
http://mashable.com/2013/01/07/ticketmaster-inauguration/,5,726,6,1045687
http://mashable.com/2013/01/07/top-twitter-pics-1-7/,5,750,10,1085175
http://mashable.com/2013/01/07/toshiba-4k-tv/,6,747,8,1095748
http://mashable.com/2013/01/07/traffic-signals-bugs/,6,761,8,1137972
http://mashable.com/2013/01/07/vh1-new-logo-plus-sign/,6,765,10,1130660
http://mashable.com/2013/01/07/youtube-future-tv/,7,765,7,1156975
http://mashable.com/2013/01/07/youtube-vs-cable/,7,754,6,1128637
http://mashable.com/2013/01/08/artist-drone-pilots-craigslist-fbi/,7,769,6,1174327
http://mashable.com/2013/01/08/japanese-cat-bomb-hacker/,7,789,6,1236647
http://mashable.com/2013/01/08/lego-iphone-case/,8,798,10,1233888
http://mashable.com/2013/01/08/nfl-arian-foster-twitter-avatar/,8,834,4,1388832
http://mashable.com/2013/01/08/personal-for-education/,9,832,10,1344763
http://mashable.com/2013/01/08/ro-marley-ces-2013/,9,854,10,1418947
http://mashable.com/2013/01/08/samsung-curved-oled/,9,860,8,1459035
http://mashable.com/2013/01/08/snow-dogs/,9,857,7,1455493
http://mashable.com/2013/01/08/star-trek-into-darkness-app/,9,877,10,1498573
http://mashable.com/2013/01/08/star-wars-episode-vii-who-will-direct-it-now/,9,892,5,1586643
http://mashable.com/2013/01/08/t-mobile-data/,10,881,7,1538952
http://mashable.com/2013/01/08/t-mobile-value-plan/,10,889,7,1567272
http://mashable.com/2013/01/09/1600-penn-sprinkles-cupcakes/,10,890,6,1575910
http://mashable.com/2013/01/09/50-cent-ces/,10,899,7,1603032
http://mashable.com/2013/01/09/amazon-predictions-2013/,10,902,6,1618918
http://mashable.com/2013/01/09/apple-phablet/,10,903,8,1610688
http://mashable.com/2013/01/09/arrested-development-may/,10,905,5,1633400
http://mashable.com/2013/01/09/bad-instagram-filters/,10,898,9,1583998
http://mashable.com/2013/01/09/beam-remote-telepresence/,10,902,8,1607078
http://mashable.com/2013/01/09/bieber-4chan-hoax/,10,937,8,1735808
http://mashable.com/2013/01/09/blue-umbrella-teaser-video-pixar/,10,964,9,1829782
